,Symbol,Ensembl
18243,Trim55,ENSMUSG00000060913
18244,Ctbp2,ENSMUSG00000030970
18245,Gpc5,ENSMUSG00000022112
18246,Mapk10,ENSMUSG00000046709
18247,Gm16175,ENSMUSG00000087206
18248,Gpalpp1,ENSMUSG00000022008
18249,Aldh1a7,ENSMUSG00000024747
18250,Gm15879,ENSMUSG00000084790
18251,Klk1b26,ENSMUSG00000053719
18252,Usp10,ENSMUSG00000031826
18253,Klhl38,ENSMUSG00000022357
18254,Zfp142,ENSMUSG00000026135
18255,Mpp6,ENSMUSG00000038388
18256,Cers3,ENSMUSG00000030510
18257,RP24-362L9.2,ENSMUSG00000109532
18258,Gm11149,ENSMUSG00000079564
18259,Arl14ep,ENSMUSG00000027122
18260,Il2rb,ENSMUSG00000068227
18261,Zfp784,ENSMUSG00000043290
18262,4930539M17Rik,ENSMUSG00000103116
18263,Ankzf1,ENSMUSG00000026199
18264,Gm15414,ENSMUSG00000085792
18265,Pbx2,ENSMUSG00000034673
18266,Fer1l6,ENSMUSG00000037106
18267,Taf1,ENSMUSG00000031314
18268,Pitrm1,ENSMUSG00000021193
18269,Stab2,ENSMUSG00000035459
18270,Phf13,ENSMUSG00000047777
18271,Gm5145,ENSMUSG00000071273
18272,Vps13d,ENSMUSG00000020220
18273,Mep1b,ENSMUSG00000024313
18274,Psd3,ENSMUSG00000030465
18275,Dact3,ENSMUSG00000078794
18276,Gm43689,ENSMUSG00000104675
18277,4732414G09Rik,ENSMUSG00000086943
18278,Gucy1b3,ENSMUSG00000028005
18279,Hist1h2bg,ENSMUSG00000058385
18280,Zfp41,ENSMUSG00000047003
18281,Tecrl,ENSMUSG00000049537
18282,Tshb,ENSMUSG00000027857
18283,Art1,ENSMUSG00000030996
18284,Nr2f1,ENSMUSG00000069171
18285,Zfp566,ENSMUSG00000078768
18286,Art5,ENSMUSG00000070424
18287,Tmem201,ENSMUSG00000044700
18288,Lax1,ENSMUSG00000051998
18289,Gm15567,ENSMUSG00000084974
18290,Hic2,ENSMUSG00000050240
18291,AA415398,ENSMUSG00000087385
18292,Gm13814,ENSMUSG00000085261
18293,Flrt2,ENSMUSG00000047414
18294,Trrap,ENSMUSG00000045482
18295,Narf,ENSMUSG00000000056
18296,Gm10505,ENSMUSG00000073430
18297,Zfp941,ENSMUSG00000060314
18298,Rnf139,ENSMUSG00000037075
18299,Zfp236,ENSMUSG00000041258
18300,Zfp687,ENSMUSG00000019338
18301,5830432E09Rik,ENSMUSG00000097471
18302,Zfp937,ENSMUSG00000060336
18303,Spata20,ENSMUSG00000020867
18304,Gm16142,ENSMUSG00000087469
18305,Oxct2b,ENSMUSG00000076438
18306,Gm30524,ENSMUSG00000107638
18307,Csnk1g2,ENSMUSG00000003345
18308,Cacnb1,ENSMUSG00000020882
18309,Wasf3,ENSMUSG00000029636
18310,AA645442,ENSMUSG00000086669
18311,Gm1627,ENSMUSG00000100987
18312,Xirp2,ENSMUSG00000027022
18313,Ism1,ENSMUSG00000074766
18314,2700033N17Rik,ENSMUSG00000086328
18315,Zfp280b,ENSMUSG00000049764
18316,Sec16a,ENSMUSG00000026924
18317,Gm15810,ENSMUSG00000089710
18318,Nuak2,ENSMUSG00000009772
18319,Cep170b,ENSMUSG00000072825
18320,1700003M07Rik,ENSMUSG00000085389
18321,Cyp24a1,ENSMUSG00000038567
18322,Klk1b24,ENSMUSG00000063713
18323,AI597479,ENSMUSG00000010290
18324,A930006L05Rik,ENSMUSG00000102097
18325,Nup107,ENSMUSG00000052798
18326,1700071M16Rik,ENSMUSG00000090307
18327,Pomt2,ENSMUSG00000034126
18328,Epb41l4aos,ENSMUSG00000087590
18329,Zfp62,ENSMUSG00000046311
18330,Gm839,ENSMUSG00000060416
18331,Gm14820,ENSMUSG00000087193
18332,Ttc7b,ENSMUSG00000033530
18333,Marco,ENSMUSG00000026390
18334,Sh3bp2,ENSMUSG00000054520
18335,Nmnat2,ENSMUSG00000042751
18336,Mtmr1,ENSMUSG00000015214
18337,Gm7347,ENSMUSG00000073117
18338,1700125G22Rik,ENSMUSG00000097584
18339,Odf4,ENSMUSG00000032921
18340,C530025M09Rik,ENSMUSG00000074737
18341,Zfp523,ENSMUSG00000024220
18342,Zfp82,ENSMUSG00000098022
18343,Nr1i3,ENSMUSG00000005677
18344,Ifih1,ENSMUSG00000026896
18345,Gm43069,ENSMUSG00000107179
18346,RP23-172P1.4,ENSMUSG00000108720
18347,Eif2s2,ENSMUSG00000074656
18348,Ccl27b,ENSMUSG00000096826
18349,Asb17os,ENSMUSG00000086438
18350,Gm15691,ENSMUSG00000085472
18351,D030018L15Rik,ENSMUSG00000078925
18352,Oprd1,ENSMUSG00000050511
18353,Gm14487,ENSMUSG00000085275
18354,RP23-89C10.5,ENSMUSG00000108749
18355,Gpr25,ENSMUSG00000052759
18356,Klhl8,ENSMUSG00000029312
18357,Gm12869,ENSMUSG00000086041
18358,Alppl2,ENSMUSG00000026246
18359,Gm28892,ENSMUSG00000101168
18360,Gm16172,ENSMUSG00000086472
18361,RP23-216D14.1,ENSMUSG00000109056
18362,Asb18,ENSMUSG00000067081
18363,4930563F08Rik,ENSMUSG00000105773
18364,1700007F19Rik,ENSMUSG00000100666
18365,Gm12603,ENSMUSG00000085183
18366,Gm13872,ENSMUSG00000087185
18367,Galnt18,ENSMUSG00000038296
18368,Gm26730,ENSMUSG00000097117
18369,Blk,ENSMUSG00000014453
18370,Gm26663,ENSMUSG00000097019
18371,Gm10309,ENSMUSG00000071036
18372,2510002D24Rik,ENSMUSG00000071632
18373,Gm11525,ENSMUSG00000085307
18374,Lrrc26,ENSMUSG00000026961
18375,Nr1h4,ENSMUSG00000047638
18376,Gm27243,ENSMUSG00000099150
18377,Slc25a27,ENSMUSG00000023912
18378,Zfp182,ENSMUSG00000054737
18379,Gm10612,ENSMUSG00000090174
18380,Gm28609,ENSMUSG00000101102
18381,RP23-223O9.2,ENSMUSG00000108713
18382,Hddc3,ENSMUSG00000030532
18383,Gm42556,ENSMUSG00000106719
18384,4930444A19Rik,ENSMUSG00000101674
18385,Spocd1,ENSMUSG00000028784
18386,Gm17484,ENSMUSG00000091514
18387,5530400C23Rik,ENSMUSG00000055594
18388,Gm5441,ENSMUSG00000101930
18389,9330111N05Rik,ENSMUSG00000097098
18390,Hist1h2ad,ENSMUSG00000071478
18391,Gm13251,ENSMUSG00000070605
18392,5730437C11Rik,ENSMUSG00000085121
18393,Defb18,ENSMUSG00000073735
18394,Gm5624,ENSMUSG00000092165
18395,Zcchc17,ENSMUSG00000028772
18396,Gm11751,ENSMUSG00000086364
18397,Gm37933,ENSMUSG00000103408
18398,RP24-118K20.1,ENSMUSG00000109341
18399,Gm37892,ENSMUSG00000103929
18400,Ggct,ENSMUSG00000002797
18401,Gm572,ENSMUSG00000070577
18402,Ppp2r5e,ENSMUSG00000021051
18403,BC089491,ENSMUSG00000046750
18404,4930467K11Rik,ENSMUSG00000097370
18405,Prorsd1,ENSMUSG00000032673
18406,Mogs,ENSMUSG00000030036
18407,Uqcrq,ENSMUSG00000044894
18408,Lrrc40,ENSMUSG00000063052
18409,Ndst1,ENSMUSG00000054008
18410,Gm12121,ENSMUSG00000086243
18411,Otub2,ENSMUSG00000021203
18412,Selm,ENSMUSG00000075702
18413,Eif2s3x,ENSMUSG00000035150
18414,Vpreb2,ENSMUSG00000059280
18415,Fgfr1op,ENSMUSG00000069135
18416,Gm15734,ENSMUSG00000089926
18417,Krt86,ENSMUSG00000067614
18418,Xbp1,ENSMUSG00000020484
18419,Gm11680,ENSMUSG00000085324
18420,Igfbp1,ENSMUSG00000020429
18421,1700008B11Rik,ENSMUSG00000104872
18422,Gm28528,ENSMUSG00000099635
18423,2310039L15Rik,ENSMUSG00000100550
18424,Atp5k,ENSMUSG00000050856
18425,Ctrb1,ENSMUSG00000031957
18426,Stc2,ENSMUSG00000020303
18427,Defb3,ENSMUSG00000039775
18428,Slc9c1,ENSMUSG00000033210
18429,Iqcf5,ENSMUSG00000066382
18430,Gm16325,ENSMUSG00000085810
18431,Amigo1,ENSMUSG00000050947
18432,Banf2,ENSMUSG00000037307
18433,Dscam,ENSMUSG00000050272
18434,1700015G11Rik,ENSMUSG00000094445
18435,Gm826,ENSMUSG00000074623
18436,Foxr1,ENSMUSG00000074397
18437,Gm9748,ENSMUSG00000102774
18438,Vmn1r24,ENSMUSG00000093451
18439,Sp3os,ENSMUSG00000063714
18440,Uqcr10,ENSMUSG00000059534
18441,Gm12976,ENSMUSG00000087575
18442,Ctnna2,ENSMUSG00000063063
18443,Mtor,ENSMUSG00000028991
18444,Edn2,ENSMUSG00000028635
18445,Zfp811,ENSMUSG00000055202
18446,Patl2,ENSMUSG00000027233
18447,Gm26973,ENSMUSG00000098172
18448,Btla,ENSMUSG00000052013
18449,Gm12169,ENSMUSG00000078924
18450,Gm15569,ENSMUSG00000086424
18451,Ldhal6b,ENSMUSG00000101959
18452,Gm14025,ENSMUSG00000079051
18453,Tbc1d22b,ENSMUSG00000042203
18454,Tusc1,ENSMUSG00000054000
18455,Gm16892,ENSMUSG00000097876
18456,Gm15883,ENSMUSG00000086868
18457,3830417A13Rik,ENSMUSG00000031179
18458,Znrf4,ENSMUSG00000044526
18459,Adh6a,ENSMUSG00000053054
18460,1810022K09Rik,ENSMUSG00000078784
18461,Ear1,ENSMUSG00000072601
18462,Dsg1a,ENSMUSG00000069441
18463,Ndufc1,ENSMUSG00000037152
18464,Gm12000,ENSMUSG00000073145
18465,Guca2a,ENSMUSG00000023247
18466,Piwil2,ENSMUSG00000033644
18467,Spink12,ENSMUSG00000061144
18468,Bola2,ENSMUSG00000047721
18469,Gm13327,ENSMUSG00000085680
18470,Gm29440,ENSMUSG00000100029
18471,Gm14320,ENSMUSG00000085914
18472,Usmg5,ENSMUSG00000071528
18473,D10Wsu102e,ENSMUSG00000020255
18474,Agpat1,ENSMUSG00000034254
18475,Rgag1,ENSMUSG00000085584
18476,Gm8165,ENSMUSG00000093968
18477,Uqcr11,ENSMUSG00000020163
18478,Foxk2,ENSMUSG00000039275
18479,Rhox4d,ENSMUSG00000079633
18480,Gm11365,ENSMUSG00000086893
18481,Ly6c2,ENSMUSG00000022584
18482,Myeov2,ENSMUSG00000073616
18483,Gm42423,ENSMUSG00000105335
18484,Gm14305,ENSMUSG00000078878
18485,Ndufa2,ENSMUSG00000014294
18486,Gcnt1,ENSMUSG00000038843
18487,Fam83g,ENSMUSG00000042377
18488,1810043H04Rik,ENSMUSG00000078572
18489,Csf2,ENSMUSG00000018916
18490,Gm13017,ENSMUSG00000086960
18491,A730098A19Rik,ENSMUSG00000100812
18492,Gm12153,ENSMUSG00000087172
18493,Olfr324,ENSMUSG00000056564
18494,Gm9755,ENSMUSG00000030735
18495,Gm37753,ENSMUSG00000103384
18496,Gm2762,ENSMUSG00000107008
18497,1700094J05Rik,ENSMUSG00000101695
18498,Mettl10,ENSMUSG00000030960
18499,Cox17,ENSMUSG00000046516
18500,Dqx1,ENSMUSG00000009145
18501,Kdm1a,ENSMUSG00000036940
18502,Zap70,ENSMUSG00000026117
18503,Gm609,ENSMUSG00000053182
18504,Lyrm9,ENSMUSG00000072640
18505,Gm1123,ENSMUSG00000044860
18506,Fkbp6,ENSMUSG00000040013
18507,Aldh1b1,ENSMUSG00000035561
18508,Gm17546,ENSMUSG00000078648
18509,Ccdc71,ENSMUSG00000049305
18510,4930599A14Rik,ENSMUSG00000101600
18511,Dntt,ENSMUSG00000025014
18512,Cyp4f37,ENSMUSG00000062464
18513,Calm3,ENSMUSG00000019370
18514,Klf6,ENSMUSG00000000078
18515,Rspo4,ENSMUSG00000032852
18516,Mgmt,ENSMUSG00000054612
18517,Impg1,ENSMUSG00000032343
18518,Triml2,ENSMUSG00000091490
18519,Gm4409,ENSMUSG00000086739
18520,Slirp,ENSMUSG00000021040
18521,Cnr2,ENSMUSG00000062585
18522,Gm13522,ENSMUSG00000086447
18523,Gm3739,ENSMUSG00000091472
18524,Ceacam9,ENSMUSG00000007209
18525,BC023719,ENSMUSG00000092365
18526,Gm17210,ENSMUSG00000090459
18527,Ikbkg,ENSMUSG00000004221
18528,Bsnd,ENSMUSG00000025418
18529,Gm498,ENSMUSG00000031085
18530,Scrn1,ENSMUSG00000019124
18531,Gm12171,ENSMUSG00000086981
18532,Nfe2l1,ENSMUSG00000038615
18533,2900089D17Rik,ENSMUSG00000087484
18534,9430069I07Rik,ENSMUSG00000094447
18535,Taf4a,ENSMUSG00000039117
18536,Glcci1,ENSMUSG00000029638
18537,2410021H03Rik,ENSMUSG00000100572
18538,Polr2m,ENSMUSG00000032199
18539,Cds1,ENSMUSG00000029330
18540,Gm26520,ENSMUSG00000097429
18541,Ddx27,ENSMUSG00000017999
18542,Gm26807,ENSMUSG00000097484
18543,Prox2os,ENSMUSG00000093629
18544,Sall2,ENSMUSG00000049532
18545,Popdc2,ENSMUSG00000022803
18546,D930048G16Rik,ENSMUSG00000097732
18547,Clec12b,ENSMUSG00000030158
18548,Gm20324,ENSMUSG00000100199
18549,Pcdhga8,ENSMUSG00000023036
18550,6330403N20Rik,ENSMUSG00000097912
18551,Clcf1,ENSMUSG00000040663
18552,Cd5,ENSMUSG00000024669
18553,Fam20a,ENSMUSG00000020614
18554,Zbtb3,ENSMUSG00000071661
18555,Zcchc16,ENSMUSG00000071679
18556,Shc3,ENSMUSG00000021448
18557,Gm10101,ENSMUSG00000061510
18558,Ctrl,ENSMUSG00000031896
18559,C230034O21Rik,ENSMUSG00000086181
18560,Tmlhe,ENSMUSG00000079834
18561,Rasgrp4,ENSMUSG00000030589
18562,Malt1,ENSMUSG00000032688
18563,Alox12b,ENSMUSG00000032807
18564,Gm14862,ENSMUSG00000079694
18565,Tnfsf8,ENSMUSG00000028362
18566,Gm43703,ENSMUSG00000105699
18567,Erich4,ENSMUSG00000074261
18568,Gm13610,ENSMUSG00000086216
18569,6430550D23Rik,ENSMUSG00000074646
18570,C230035I16Rik,ENSMUSG00000085024
18571,Zfp109,ENSMUSG00000074283
18572,Il17d,ENSMUSG00000050222
18573,Kantr,ENSMUSG00000087403
18574,Grb7,ENSMUSG00000019312
18575,Gm37362,ENSMUSG00000104016
18576,Dalir,ENSMUSG00000099784
18577,2010300F17Rik,ENSMUSG00000097289
18578,Gm16630,ENSMUSG00000097434
18579,Zfp202,ENSMUSG00000025602
18580,Fuom,ENSMUSG00000025466
18581,Cox7b2,ENSMUSG00000049387
18582,Gm21987,ENSMUSG00000095464
18583,Gm28875,ENSMUSG00000100975
18584,Gm15976,ENSMUSG00000087240
18585,Pakap,ENSMUSG00000089945
18586,Smarcd3,ENSMUSG00000028949
18587,Hoxc11,ENSMUSG00000001656
18588,Fan1,ENSMUSG00000033458
18589,Gm43455,ENSMUSG00000105698
18590,Gm15704,ENSMUSG00000085658
18591,Vash1,ENSMUSG00000021256
18592,Gm17344,ENSMUSG00000078143
18593,Gm26694,ENSMUSG00000097518
18594,Psme2b,ENSMUSG00000078153
18595,Rexo1,ENSMUSG00000047417
18596,2010013B24Rik,ENSMUSG00000087277
18597,A730071L15Rik,ENSMUSG00000096923
18598,Ighmbp2,ENSMUSG00000024831
18599,Crybg3,ENSMUSG00000022723
18600,Gm17281,ENSMUSG00000097317
18601,Csrnp2,ENSMUSG00000044636
18602,Cysrt1,ENSMUSG00000036731
18603,Gm42738,ENSMUSG00000107219
18604,Uprt,ENSMUSG00000073016
18605,Lrrc75aos2,ENSMUSG00000085762
18606,Kdm4a,ENSMUSG00000033326
18607,Mblac1,ENSMUSG00000049285
18608,Gja6,ENSMUSG00000055691
18609,5730596B20Rik,ENSMUSG00000056468
18610,Msh6,ENSMUSG00000005370
18611,Srgap2,ENSMUSG00000026425
18612,Cd163l1,ENSMUSG00000025461
18613,Syce1,ENSMUSG00000025480
18614,Cdk5rap1,ENSMUSG00000027487
18615,Zcchc7,ENSMUSG00000035649
18616,Gm43401,ENSMUSG00000105391
18617,Lime1,ENSMUSG00000090077
18618,Gm14246,ENSMUSG00000087536
18619,Zbtb24,ENSMUSG00000019826
18620,Gpt,ENSMUSG00000022546
18621,Gm15512,ENSMUSG00000087639
18622,Kdm6b,ENSMUSG00000018476
18623,AI854703,ENSMUSG00000053297
18624,Oit3,ENSMUSG00000009654
18625,Ccdc169,ENSMUSG00000048655
18626,Jdp2,ENSMUSG00000034271
18627,Zfp454,ENSMUSG00000048728
18628,Noxred1,ENSMUSG00000072919
18629,Zfp747,ENSMUSG00000054381
18630,Cdkl1,ENSMUSG00000020990
18631,Gm16070,ENSMUSG00000085125
18632,Szt2,ENSMUSG00000033253
18633,Gm42567,ENSMUSG00000105085
18634,Polrmt,ENSMUSG00000020329
18635,A230001M10Rik,ENSMUSG00000105891
18636,Gm30340,ENSMUSG00000104411
18637,Kirrel2,ENSMUSG00000036915
18638,Dennd6b,ENSMUSG00000015377
18639,Efcab5,ENSMUSG00000050944
18640,C030010L15Rik,ENSMUSG00000097874
18641,Foxo4,ENSMUSG00000042903
18642,Kcns2,ENSMUSG00000050963
18643,Gm26691,ENSMUSG00000097911
18644,Mcm3ap,ENSMUSG00000001150
18645,Usp45,ENSMUSG00000040455
18646,Med17,ENSMUSG00000031935
18647,Pars2,ENSMUSG00000043572
18648,Zufsp,ENSMUSG00000039531
18649,H2-Q1,ENSMUSG00000079507
18650,Ano8,ENSMUSG00000034863
18651,Fbxl12,ENSMUSG00000066892
18652,Adamts6,ENSMUSG00000046169
18653,Ranbp17,ENSMUSG00000040594
18654,Hook2,ENSMUSG00000052566
18655,4930415O20Rik,ENSMUSG00000022993
18656,3110021N24Rik,ENSMUSG00000094958
18657,Bcl2l11,ENSMUSG00000027381
18658,A930033H14Rik,ENSMUSG00000090622
18659,Helq,ENSMUSG00000035266
18660,Agbl4,ENSMUSG00000061298
18661,Gm1965,ENSMUSG00000090254
18662,Zfp282,ENSMUSG00000025821
18663,Nol10,ENSMUSG00000061458
18664,Nupl2,ENSMUSG00000048439
18665,Tmem209,ENSMUSG00000029782
18666,Zfr2,ENSMUSG00000034949
18667,Hist1h2ac,ENSMUSG00000069270
18668,Mrps23,ENSMUSG00000023723
18669,A330070K13Rik,ENSMUSG00000052014
18670,Gemin8,ENSMUSG00000040621
18671,Lrriq3,ENSMUSG00000028182
18672,Adnp,ENSMUSG00000051149
18673,Tfap4,ENSMUSG00000005718
18674,Gm29107,ENSMUSG00000100775
18675,Zfp788,ENSMUSG00000074165
18676,Kdm2b,ENSMUSG00000029475
18677,Rhof,ENSMUSG00000029449
18678,Grm3,ENSMUSG00000003974
18679,Alms1,ENSMUSG00000063810
18680,Zfp692,ENSMUSG00000037243
18681,Hpn,ENSMUSG00000001249
18682,Tbc1d17,ENSMUSG00000038520
18683,Tox4,ENSMUSG00000016831
18684,Pcdha5,ENSMUSG00000103092
18685,Dclre1a,ENSMUSG00000025077
18686,Dedd,ENSMUSG00000013973
18687,Fzd9,ENSMUSG00000049551
18688,Gm6277,ENSMUSG00000097440
18689,Gm2026,ENSMUSG00000078886
18690,Nol8,ENSMUSG00000021392
18691,Olfr1359,ENSMUSG00000108674
18692,Zfp646,ENSMUSG00000049739
18693,2010109A12Rik,ENSMUSG00000029384
18694,Zfp456,ENSMUSG00000078995
18695,Rrh,ENSMUSG00000028012
18696,Mlst8,ENSMUSG00000024142
18697,Tmem147os,ENSMUSG00000097320
18698,Syce1l,ENSMUSG00000033409
18699,Rad17,ENSMUSG00000021635
18700,Gm10062,ENSMUSG00000059244
18701,Setd4,ENSMUSG00000022948
18702,Pabpc5,ENSMUSG00000034732
18703,Usp21,ENSMUSG00000053483
18704,Prmt10,ENSMUSG00000037134
18705,Rad9a,ENSMUSG00000024824
18706,Pcdhga11,ENSMUSG00000102742
18707,Nat8,ENSMUSG00000030004
18708,Gm17354,ENSMUSG00000091985
18709,Slc25a34,ENSMUSG00000040740
18710,Rufy1,ENSMUSG00000020375
18711,A530017D24Rik,ENSMUSG00000072847
18712,Ints9,ENSMUSG00000021975
18713,Ccdc62,ENSMUSG00000061882
18714,Tgds,ENSMUSG00000022130
18715,Gm26747,ENSMUSG00000097783
18716,B3galt4,ENSMUSG00000067370
18717,Gm26606,ENSMUSG00000097337
18718,0610040F04Rik,ENSMUSG00000087341
18719,Cage1,ENSMUSG00000044566
18720,Mgme1,ENSMUSG00000027424
18721,Sin3a,ENSMUSG00000042557
18722,Arf4os,ENSMUSG00000090861
18723,Dusp27,ENSMUSG00000026564
18724,Dbt,ENSMUSG00000000340
18725,A730015C16Rik,ENSMUSG00000090551
18726,Gm13016,ENSMUSG00000087084
18727,Tdrd12,ENSMUSG00000030491
18728,Gpr152,ENSMUSG00000044724
18729,Zfp354b,ENSMUSG00000020335
18730,Gcnt4,ENSMUSG00000091387
18731,Zfp1,ENSMUSG00000055835
18732,Polr3a,ENSMUSG00000025280
18733,Ttf1,ENSMUSG00000026803
18734,Zfp563,ENSMUSG00000067424
18735,Eif2d,ENSMUSG00000026427
18736,Eml4,ENSMUSG00000032624
18737,Tmem211,ENSMUSG00000066964
18738,Apba2,ENSMUSG00000030519
18739,Kctd21,ENSMUSG00000044952
18740,Gm43137,ENSMUSG00000104970
18741,Adamts12,ENSMUSG00000047497
18742,Mbd1,ENSMUSG00000024561
18743,1700011E24Rik,ENSMUSG00000036557
18744,Pold3,ENSMUSG00000030726
18745,Gm14236,ENSMUSG00000086411
18746,Duoxa2,ENSMUSG00000027225
18747,4732419C18Rik,ENSMUSG00000097203
18748,G630016G05Rik,ENSMUSG00000086308
18749,Mamdc4,ENSMUSG00000026941
18750,Gpx6,ENSMUSG00000004341
18751,Fam90a1b,ENSMUSG00000043549
18752,Gm20628,ENSMUSG00000093656
18753,Mansc1,ENSMUSG00000032718
18754,Slc25a13,ENSMUSG00000015112
18755,4930568G15Rik,ENSMUSG00000102408
18756,Gm42518,ENSMUSG00000106304
18757,Gm9903,ENSMUSG00000097271
18758,Pcdhb16,ENSMUSG00000047910
18759,Gm5544,ENSMUSG00000074388
18760,Junos,ENSMUSG00000087366
18761,Vmn2r87,ENSMUSG00000091511
18762,Gm13974,ENSMUSG00000085222
18763,Galnt2,ENSMUSG00000089704
18764,Med24,ENSMUSG00000017210
18765,Gm26658,ENSMUSG00000096934
18766,Gm11772,ENSMUSG00000085501
18767,Trdmt1,ENSMUSG00000026723
18768,Adm2,ENSMUSG00000054136
18769,Slc26a6,ENSMUSG00000023259
18770,Gm15543,ENSMUSG00000086863
18771,Ccl22,ENSMUSG00000031779
18772,Tsx,ENSMUSG00000031329
18773,Bhlha15,ENSMUSG00000052271
18774,Rbm20,ENSMUSG00000043639
18775,Kat2a,ENSMUSG00000020918
18776,Stag3,ENSMUSG00000036928
18777,Pnpla5,ENSMUSG00000018868
18778,Isoc2a,ENSMUSG00000086784
18779,Gm8909,ENSMUSG00000073402
18780,Tex11,ENSMUSG00000009670
18781,Pcdhb14,ENSMUSG00000044043
18782,Hhipl2,ENSMUSG00000053461
18783,Gm42711,ENSMUSG00000106501
18784,Cnga4,ENSMUSG00000030897
18785,Gm1305,ENSMUSG00000087236
18786,Gm20659,ENSMUSG00000093467
18787,Lmod3,ENSMUSG00000044086
18788,Pign,ENSMUSG00000056536
18789,Clhc1,ENSMUSG00000020461
18790,Lekr1,ENSMUSG00000074579
18791,Gata5,ENSMUSG00000015627
18792,Gm15624,ENSMUSG00000085782
18793,Pah,ENSMUSG00000020051
18794,Pus10,ENSMUSG00000020280
18795,Gm29295,ENSMUSG00000099558
18796,Gm10556,ENSMUSG00000097043
18797,Habp2,ENSMUSG00000025075
18798,Nkx1-1,ENSMUSG00000029112
18799,Gm13184,ENSMUSG00000085043
18800,4930544L04Rik,ENSMUSG00000073803
18801,Gm568,ENSMUSG00000048824
18802,Gm8050,ENSMUSG00000091814
18803,Gm10067,ENSMUSG00000095279
18804,Pxt1,ENSMUSG00000045378
18805,Gm42582,ENSMUSG00000106709
18806,Lce1c,ENSMUSG00000042092
18807,Gm16035,ENSMUSG00000084934
18808,Gm12735,ENSMUSG00000086049
18809,Gm26818,ENSMUSG00000097037
18810,Gm28364,ENSMUSG00000101503
18811,Tssk5,ENSMUSG00000060794
18812,Zfp114,ENSMUSG00000068962
18813,Gm26588,ENSMUSG00000097730
18814,Tas1r3,ENSMUSG00000029072
18815,BC001981,ENSMUSG00000097022
18816,B230112J18Rik,ENSMUSG00000086715
18817,Vwa9,ENSMUSG00000034263
18818,Gm28529,ENSMUSG00000101320
18819,Cyp2d26,ENSMUSG00000022445
18820,Nfatc2ip,ENSMUSG00000030722
18821,Slc12a1,ENSMUSG00000027202
18822,Ogdhl,ENSMUSG00000021913
18823,Gm26755,ENSMUSG00000097843
18824,St14,ENSMUSG00000031995
18825,Gm26688,ENSMUSG00000097752
18826,Ltb4r1,ENSMUSG00000046908
18827,Serpinb6e,ENSMUSG00000069248
18828,Gm26892,ENSMUSG00000097454
18829,Tbx6,ENSMUSG00000030699
18830,Gm2861,ENSMUSG00000105850
18831,Ascl3,ENSMUSG00000035951
18832,4930458D05Rik,ENSMUSG00000087611
18833,Spns1,ENSMUSG00000030741
18834,Hepacam2,ENSMUSG00000044156
18835,Supv3l1,ENSMUSG00000020079
18836,Npc1l1,ENSMUSG00000020447
18837,6330410L21Rik,ENSMUSG00000105960
18838,Hrh2,ENSMUSG00000034987
18839,Mcemp1,ENSMUSG00000013974
18840,Tigd3,ENSMUSG00000044390
18841,Gm26885,ENSMUSG00000097125
18842,Gm15690,ENSMUSG00000086165
18843,Tfcp2,ENSMUSG00000009733
18844,Zfp341,ENSMUSG00000059842
18845,Ap1m2,ENSMUSG00000003309
18846,Gm28703,ENSMUSG00000099512
18847,Tbl2,ENSMUSG00000005374
18848,Prdm10,ENSMUSG00000042496
18849,9130011E15Rik,ENSMUSG00000039901
18850,Rhbg,ENSMUSG00000104445
18851,Gm38150,ENSMUSG00000103164
18852,Gm15396,ENSMUSG00000109491
18853,Gm28873,ENSMUSG00000100536
18854,Gm6712,ENSMUSG00000072761
18855,Lrrc17,ENSMUSG00000039883
18856,Gdf3,ENSMUSG00000030117
18857,Oscar,ENSMUSG00000054594
18858,Pcdhga8,ENSMUSG00000103897
18859,Sycp1,ENSMUSG00000027855
18860,Zbtb46,ENSMUSG00000027583
18861,Slc41a3,ENSMUSG00000030089
18862,Gng13,ENSMUSG00000025739
18863,Kcnv2,ENSMUSG00000047298
18864,Tmprss2,ENSMUSG00000000385
18865,Nomo1,ENSMUSG00000030835
18866,Pcsk6,ENSMUSG00000030513
18867,Ptprr,ENSMUSG00000020151
18868,Cep76,ENSMUSG00000073542
18869,Gm43042,ENSMUSG00000106634
18870,Sbk1,ENSMUSG00000042978
18871,Gm13944,ENSMUSG00000085845
18872,Bcar1,ENSMUSG00000031955
18873,Scd3,ENSMUSG00000025202
18874,Pcdhb10,ENSMUSG00000045657
18875,B3galnt2,ENSMUSG00000039242
18876,Fgd3,ENSMUSG00000037946
18877,Zdhhc14,ENSMUSG00000034265
18878,Grid2ip,ENSMUSG00000010825
18879,Gm29125,ENSMUSG00000101722
18880,Plekhd1os,ENSMUSG00000044062
18881,Muc3a,ENSMUSG00000094840
18882,Inpp5a,ENSMUSG00000025477
18883,Muc13,ENSMUSG00000022824
18884,Ninl,ENSMUSG00000068115
18885,Fam21,ENSMUSG00000024104
18886,Mroh2a,ENSMUSG00000079429
18887,Atl2,ENSMUSG00000059811
18888,Tff3,ENSMUSG00000024029
18889,Ugt2b5,ENSMUSG00000054630
18890,Gm26798,ENSMUSG00000097578
18891,Hes3,ENSMUSG00000028946
18892,Sptbn2,ENSMUSG00000067889
18893,Paxbp1,ENSMUSG00000022974
18894,Psd2,ENSMUSG00000024347
18895,Nadsyn1,ENSMUSG00000031090
